Year,State,Deaths,MortalityRate,Population,sourceDeaths,NextPopulation,PopulationChange,Population Retained,Domestic Immigrants,Foreign Immigrants,Total Immigrants,Total Emigrants,CrudeBirthRate,Births
1950,South Dakota,6266,9.6,652740,calculated from mortality rate and population estimate,651762,-977.9000000000233,,,,,,23.71,15476
1951,South Dakota,6359,9.7,655517,calculated from mortality rate and population estimate,652740,-2777.4000000000233,,,,,,23.928,15685
1952,South Dakota,6320,9.6,658295,calculated from mortality rate and population estimate,655517,-2777.4000000000233,,,,,,24.313,16005
1953,South Dakota,6346,9.6,661072,calculated from mortality rate and population estimate,658295,-2777.399999999907,,,,,,24.599,16262
1954,South Dakota,6107,9.2,663850,calculated from mortality rate and population estimate,661072,-2777.4000000000233,,,,,,24.784,16453
1955,South Dakota,6200,9.3,666627,calculated from mortality rate and population estimate,663850,-2777.4000000000233,,,,,,24.869,16578
1956,South Dakota,6292,9.4,669404,calculated from mortality rate and population estimate,666627,-2777.4000000000233,,,,,,24.852,16636
1957,South Dakota,6453,9.6,672182,calculated from mortality rate and population estimate,669404,-2777.4000000000233,,,,,,24.731,16624
1958,South Dakota,6412,9.5,674959,calculated from mortality rate and population estimate,672182,-2777.399999999907,,,,,,24.505,16540
1959,South Dakota,6371,9.4,677737,calculated from mortality rate and population estimate,674959,-2777.4000000000233,,,,,,24.169,16380
1960,South Dakota,6465,9.5,680514,calculated from mortality rate and population estimate,677737,-2777.4000000000233,,,,,,23.72,16142
1961,South Dakota,6315,9.3,679013,calculated from mortality rate and population estimate,680514,1500.6999999999534,,,,,,23.159,15725
1962,South Dakota,6436,9.5,677513,calculated from mortality rate and population estimate,679013,1500.7000000000698,,,,,,22.491,15238
1963,South Dakota,6490,9.6,676012,calculated from mortality rate and population estimate,677513,1500.6999999999534,,,,,,21.735,14693
1964,South Dakota,6340,9.4,674511,calculated from mortality rate and population estimate,676012,1500.7000000000698,,,,,,20.918,14109
1965,South Dakota,6326,9.4,673010,calculated from mortality rate and population estimate,674511,1500.6999999999534,,,,,,20.075,13511
1966,South Dakota,6379,9.5,671510,calculated from mortality rate and population estimate,673010,1500.6999999999534,,,,,,19.24,12920
1967,South Dakota,6298,9.4,670009,calculated from mortality rate and population estimate,671510,1500.7000000000698,,,,,,18.443,12357
1968,South Dakota,6539,9.849,663937,NCHS,670009,6072.099999999977,,,,,,17.711,11759
1969,South Dakota,6760,10.171,664645,NCHS,663937,-708.0,,,,,,17.066,11343
1970,South Dakota,6566,9.843,667090,NCHS,664645,-2445.0,,,,,,16.519,11020
1971,South Dakota,6714,9.99,672094,NCHS,667090,-5004.0,,,,,,16.071,10801
1972,South Dakota,7028,10.377,677239,NCHS,672094,-5145.0,,,,,,15.702,10634
1973,South Dakota,6643,9.789,678608,NCHS,677239,-1369.0,,,,,,15.398,10449
1974,South Dakota,6581,9.676,680130,NCHS,678608,-1522.0,,,,,,15.155,10307
1975,South Dakota,6484,9.509,681892,NCHS,680130,-1762.0,,,,,,14.976,10212
1976,South Dakota,6742,9.801,687878,NCHS,681892,-5986.0,,,,,,14.867,10227
1977,South Dakota,6295,9.119,690304,NCHS,687878,-2426.0,,,,,,14.825,10234
1978,South Dakota,6492,9.401,690535,NCHS,690304,-231.0,,,,,,14.845,10251
1979,South Dakota,6345,9.186,690740,NCHS,690535,-205.0,,,,,,14.915,10302
1980,South Dakota,6556,9.469,692365,NCHS,690740,-1625.0,,,,,,15.021,10400
1981,South Dakota,6451,9.344,690361,NCHS,692365,2004.0,,,,,,15.15,10459
1982,South Dakota,6595,9.539,691342,NCHS,690361,-981.0,,,,,,15.288,10569
1983,South Dakota,6628,9.561,693218,NCHS,691342,-1876.0,,,,,,15.421,10690
1984,South Dakota,6533,9.368,697364,NCHS,693218,-4146.0,,,,,,15.537,10835
1985,South Dakota,6603,9.455,698330,NCHS,697364,-966.0,,,,,,15.63,10915
1986,South Dakota,6579,9.458,695608,NCHS,698330,2722.0,,,,,,15.698,10920
1987,South Dakota,6672,9.589,695832,NCHS,695608,-224.0,,,,,,15.746,10957
1988,South Dakota,6579,9.427999999999999,697830,NCHS,695832,-1998.0,,,,,,15.776,11009
1989,South Dakota,6549,9.402999999999999,696513,NCHS,697830,1317.0,,,,,,15.783,10993
1990,South Dakota,6326,9.092,695805,NCHS,696513,708.0,,,,,,15.756,10963
1991,South Dakota,6644,9.437000000000001,704009,NCHS,695805,-8204.0,,,,,,15.684,11042
1992,South Dakota,6697,9.391,713096,NCHS,704009,-9087.0,,,,,,15.562,11097
1993,South Dakota,6782,9.387,722507,NCHS,713096,-9411.0,,,,,,15.396,11124
1994,South Dakota,6743,9.222000000000001,731147,NCHS,722507,-8640.0,,,,,,15.195,11110
1995,South Dakota,6915,9.365,738375,NCHS,731147,-7228.0,,,,,,14.974,11056
1996,South Dakota,6797,9.152000000000001,742683,NCHS,738375,-4308.0,,,,,,14.755,10958
1997,South Dakota,6865,9.222000000000001,744434,NCHS,742683,-1751.0,,,,,,14.556,10836
1998,South Dakota,6867,9.199,746501,NCHS,744434,-2067.0,,,,,,14.391,10743
1999,South Dakota,6953,9.266,750412,NCHS,746501,-3911.0,,,,,,14.266,10705
2000,South Dakota,7021,9.301,754844,NCHS,750412,-4432.0,,,,,,14.185,10707
2001,South Dakota,6923,9.134,757972,NCHS,754844,-3128.0,,,,,,14.145,10722
2002,South Dakota,6898,9.076,760020,NCHS,757972,-2048.0,,,,,,14.13,10739
2003,South Dakota,7132,9.338,763729,NCHS,760020,-3709.0,,,,,,14.123,10786
2004,South Dakota,6833,8.869,770396,NCHS,763729,-6667.0,,,,,,14.11,10870
2005,South Dakota,7086,9.137,775493,NCHS,770396,-5097.0,,144361.0,,144361.0,24791.0,14.074,10914
2006,South Dakota,7084,9.047,783033,NCHS,775493,-7540.0,,157186.0,,157186.0,28398.0,13.993,10957
2007,South Dakota,6826,8.623,791623,NCHS,783033,-8590.0,,148640.0,,148640.0,23402.0,13.862,10973
2008,South Dakota,7083,8.863,799124,NCHS,791623,-7501.0,,144199.0,,144199.0,25707.0,13.684,10935
2009,South Dakota,6923,8.578,807067,NCHS,799124,-7943.0,,154533.0,,154533.0,26107.0,13.466,10868
2010,South Dakota,7100,8.72,814180,NCHS,807067,-7113.0,777798.0,25777.0,2041.0,27818.0,27915.0,13.228,10770
2011,South Dakota,7314,8.875,824082,NCHS,814180,-9902.0,783091.0,27506.0,3578.0,31084.0,29383.0,12.996,10710
2012,South Dakota,7333,8.799,833354,NCHS,824082,-9272.0,791620.0,26051.0,3998.0,30049.0,22534.0,12.795,10663
2013,South Dakota,7099,8.402000000000001,844877,NCHS,833354,-11523.0,800372.0,30042.0,2289.0,32331.0,29118.0,12.642,10681
2014,South Dakota,7507,8.799,853175,NCHS,844877,-8298.0,810848.0,28198.0,3030.0,31228.0,31154.0,12.544,10702
2015,South Dakota,7731,9.006,858469,NCHS,853175,-5294.0,818465.0,26962.0,2858.0,29820.0,25769.0,12.499,10730
2016,South Dakota,7845,9.065,865454,NCHS,858469,-6985.0,818009.0,31789.0,4034.0,35823.0,29654.0,14.18,12272
2017,South Dakota,7996,9.193999999999999,869666,NCHS,865454,-4212.0,823521.0,26106.0,7099.0,33205.0,27412.0,13.95,12132
2018,South Dakota,7971,9.035,882235,NCHS,869666,-12569.0,841147.0,26775.0,3349.0,30124.0,28747.0,13.48,11893
2019,South Dakota,8270,9.347999999999999,884659,NCHS,882235,-2424.0,841142.0,26934.0,4632.0,31566.0,27542.0,12.94,11447
2020,South Dakota,9861,11.046,892717,NCHS,,,,,,,,12.28,10963
2021,South Dakota,9628,10.772400000000289,893819,,,,,,,,,11.922999999999888,10656
2022,South Dakota,10007,11.18400000000031,894847,,,,,,,,,11.441999999999894,10238
2023,South Dakota,10378,11.595600000000218,895078,,,,,,,,,10.960999999999899,9810
2024,South Dakota,10740,12.007200000000239,894510,,,,,,,,,10.479999999999905,9374
2025,South Dakota,11091,12.41880000000026,893144,,,,,,,,,9.99899999999991,8930
1914,Tennessee,29872,13.3,2246027,calculated from mortality rate and population estimate,892717,-1353310.4,,,,,,29.9,67156
1915,Tennessee,29850,13.2,2261337,calculated from mortality rate and population estimate,2246027,-15309.600000000093,,,,,,29.5,66709
1916,Tennessee,31418,13.8,2276647,calculated from mortality rate and population estimate,2261337,-15309.600000000093,,,,,,29.1,66250
1917,Tennessee,30254,13.2,2291956,calculated from mortality rate and population estimate,2276647,-15309.600000000093,,,,,,28.5,65321
1918,Tennessee,37608,16.3,2307266,calculated from mortality rate and population estimate,2291956,-15309.599999999627,,,,,,28.2,65065
1919,Tennessee,28800,12.4,2322575,calculated from mortality rate and population estimate,2307266,-15309.600000000093,,,,,,26.1,60619
1920,Tennessee,28522,12.2,2337885,calculated from mortality rate and population estimate,2322575,-15309.600000000093,,,,,,27.7,64759
1921,Tennessee,25077,10.6,2365752,calculated from mortality rate and population estimate,2337885,-27867.100000000093,,,,,,28.1,66478
1922,Tennessee,25372,10.6,2393619,calculated from mortality rate and population estimate,2365752,-27867.100000000093,,,,,,26.2,62713
1923,Tennessee,28089,11.6,2421486,calculated from mortality rate and population estimate,2393619,-27867.099999999627,,,,,,26.0,62959
1924,Tennessee,27433,11.2,2449353,calculated from mortality rate and population estimate,2421486,-27867.100000000093,,,,,,26.1,63928
1925,Tennessee,27249,11.0,2477220,calculated from mortality rate and population estimate,2449353,-27867.100000000093,,,,,,25.1,62178
1926,Tennessee,30813,12.3,2505088,calculated from mortality rate and population estimate,2477220,-27867.100000000093,,,,,,24.2,60623
1927,Tennessee,28116,11.1,2532955,calculated from mortality rate and population estimate,2505088,-27867.100000000093,,,,,,23.5,59524
1928,Tennessee,30730,12.0,2560822,calculated from mortality rate and population estimate,2532955,-27867.099999999627,,,,,,22.2,56850
1929,Tennessee,31323,12.1,2588689,calculated from mortality rate and population estimate,2560822,-27867.100000000093,,,,,,21.2,54880
1930,Tennessee,30090,11.5,2616556,calculated from mortality rate and population estimate,2588689,-27867.100000000093,,,,,,21.3,55733
1931,Tennessee,28582,10.8,2646484,calculated from mortality rate and population estimate,2616556,-29928.5,,,,,,20.2,53459
1932,Tennessee,28370,10.6,2676413,calculated from mortality rate and population estimate,2646484,-29928.5,,,,,,19.5,52190
1933,Tennessee,27875,10.3,2706342,calculated from mortality rate and population estimate,2676413,-29928.5,,,,,,18.4,49797
1934,Tennessee,29825,10.9,2736270,calculated from mortality rate and population estimate,2706342,-29928.5,,,,,,19.0,51989
1935,Tennessee,29875,10.8,2766198,calculated from mortality rate and population estimate,2736270,-29928.5,,,,,,18.7,51728
1936,Tennessee,32715,11.7,2796127,calculated from mortality rate and population estimate,2766198,-29928.5,,,,,,19.0,53126
1937,Tennessee,30521,10.8,2826056,calculated from mortality rate and population estimate,2796127,-29928.5,,,,,,18.7,52847
1938,Tennessee,29702,10.4,2855984,calculated from mortality rate and population estimate,2826056,-29928.5,,,,,,19.2,54835
1939,Tennessee,28859,10.0,2885912,calculated from mortality rate and population estimate,2855984,-29928.5,,,,,,18.8,54255
1940,Tennessee,30033,10.3,2915841,calculated from mortality rate and population estimate,2885912,-29928.5,,,,,,19.4,56567
1941,Tennessee,31011,10.5,2953429,calculated from mortality rate and population estimate,2915841,-37587.700000000186,,,,,,20.3,59955
1942,Tennessee,30807,10.3,2991016,calculated from mortality rate and population estimate,2953429,-37587.69999999972,,,,,,22.2,66401
1943,Tennessee,33012,10.9,3028604,calculated from mortality rate and population estimate,2991016,-37587.700000000186,,,,,,22.7,68749
1944,Tennessee,32502,10.6,3066192,calculated from mortality rate and population estimate,3028604,-37587.69999999972,,,,,,21.2,65003
1945,Tennessee,32900,10.6,3103780,calculated from mortality rate and population estimate,3066192,-37587.700000000186,,,,,,20.4,63317
1946,Tennessee,31414,10.0,3141367,calculated from mortality rate and population estimate,3103780,-37587.700000000186,,,,,,24.1,75707
1947,Tennessee,32107,10.1,3178955,calculated from mortality rate and population estimate,3141367,-37587.69999999972,,,,,,26.6,84560
1948,Tennessee,31844,9.9,3216543,calculated from mortality rate and population estimate,3178955,-37587.700000000186,,,,,,24.9,80092
1949,Tennessee,31565,9.7,3254130,calculated from mortality rate and population estimate,3216543,-37587.69999999972,,,,,,24.5,79726
1950,Tennessee,31600,9.6,3291718,calculated from mortality rate and population estimate,3254130,-37587.700000000186,,,,,,23.71,78047
1951,Tennessee,32197,9.7,3319255,calculated from mortality rate and population estimate,3291718,-27537.100000000093,,,,,,23.928,79423
1952,Tennessee,32129,9.6,3346792,calculated from mortality rate and population estimate,3319255,-27537.100000000093,,,,,,24.313,81371
1953,Tennessee,32394,9.6,3374329,calculated from mortality rate and population estimate,3346792,-27537.099999999627,,,,,,24.599,83005
1954,Tennessee,31297,9.2,3401866,calculated from mortality rate and population estimate,3374329,-27537.100000000093,,,,,,24.784,84312
1955,Tennessee,31893,9.3,3429404,calculated from mortality rate and population estimate,3401866,-27537.100000000093,,,,,,24.869,85286
1956,Tennessee,32495,9.4,3456941,calculated from mortality rate and population estimate,3429404,-27537.100000000093,,,,,,24.852,85912
1957,Tennessee,33451,9.6,3484478,calculated from mortality rate and population estimate,3456941,-27537.100000000093,,,,,,24.731,86175
1958,Tennessee,33364,9.5,3512015,calculated from mortality rate and population estimate,3484478,-27537.099999999627,,,,,,24.505,86062
1959,Tennessee,33272,9.4,3539552,calculated from mortality rate and population estimate,3512015,-27537.100000000093,,,,,,24.169,85547
1960,Tennessee,33887,9.5,3567089,calculated from mortality rate and population estimate,3539552,-27537.100000000093,,,,,,23.72,84611
1961,Tennessee,33506,9.3,3602749,calculated from mortality rate and population estimate,3567089,-35659.799999999814,,,,,,23.159,83436
1962,Tennessee,34565,9.5,3638409,calculated from mortality rate and population estimate,3602749,-35659.80000000028,,,,,,22.491,81831
1963,Tennessee,35271,9.6,3674068,calculated from mortality rate and population estimate,3638409,-35659.799999999814,,,,,,21.735,79856
1964,Tennessee,34871,9.4,3709728,calculated from mortality rate and population estimate,3674068,-35659.80000000028,,,,,,20.918,77600
1965,Tennessee,35207,9.4,3745388,calculated from mortality rate and population estimate,3709728,-35659.799999999814,,,,,,20.075,75189
1966,Tennessee,35920,9.5,3781048,calculated from mortality rate and population estimate,3745388,-35659.799999999814,,,,,,19.24,72747
1967,Tennessee,35877,9.4,3816708,calculated from mortality rate and population estimate,3781048,-35659.80000000028,,,,,,18.443,70392
1968,Tennessee,37478,9.788,3828995,NCHS,3816708,-12287.399999999907,,,,,,17.711,67815
1969,Tennessee,37900,9.758,3884116,NCHS,3828995,-55121.0,,,,,,17.066,66286
1970,Tennessee,38157,9.701,3933207,NCHS,3884116,-49091.0,,,,,,16.519,64973
1971,Tennessee,37839,9.423,4015706,NCHS,3933207,-82499.0,,,,,,16.071,64536
1972,Tennessee,39374,9.631,4088236,NCHS,4015706,-72530.0,,,,,,15.702,64193
1973,Tennessee,39794,9.619,4137128,NCHS,4088236,-48892.0,,,,,,15.398,63703
1974,Tennessee,39425,9.386000000000001,4200625,NCHS,4137128,-63497.0,,,,,,15.155,63660
1975,Tennessee,38564,9.056000000000001,4258539,NCHS,4200625,-57914.0,,,,,,14.976,63776
1976,Tennessee,38970,9.002,4329037,NCHS,4258539,-70498.0,,,,,,14.867,64360
1977,Tennessee,39145,8.884,4406211,NCHS,4329037,-77174.0,,,,,,14.825,65322
1978,Tennessee,38745,8.677,4465346,NCHS,4406211,-59135.0,,,,,,14.845,66288
1979,Tennessee,38789,8.548,4537642,NCHS,4465346,-72296.0,,,,,,14.915,67679
1980,Tennessee,40774,8.873,4595143,NCHS,4537642,-57501.0,,,,,,15.021,69024
1981,Tennessee,40509,8.753,4628211,NCHS,4595143,-33068.0,,,,,,15.15,70117
1982,Tennessee,40292,8.671,4646503,NCHS,4628211,-18292.0,,,,,,15.288,71036
1983,Tennessee,41621,8.934,4658925,NCHS,4646503,-12422.0,,,,,,15.421,71845
1984,Tennessee,42334,9.033999999999999,4686096,NCHS,4658925,-27171.0,,,,,,15.537,72808
1985,Tennessee,43226,9.163,4717235,NCHS,4686096,-31139.0,,,,,,15.63,73730
1986,Tennessee,44250,9.335,4740418,NCHS,4717235,-23183.0,,,,,,15.698,74415
1987,Tennessee,44919,9.385,4786279,NCHS,4740418,-45861.0,,,,,,15.746,75365
1988,Tennessee,45775,9.482000000000001,4827504,NCHS,4786279,-41225.0,,,,,,15.776,76159
1989,Tennessee,45452,9.351,4860544,NCHS,4827504,-33040.0,,,,,,15.783,76714
1990,Tennessee,46315,9.488999999999999,4880859,NCHS,4860544,-20315.0,,,,,,15.756,76903
1991,Tennessee,46309,9.32,4968973,NCHS,4880859,-88114.0,,,,,,15.684,77933
1992,Tennessee,46576,9.221,5051188,NCHS,4968973,-82215.0,,,,,,15.562,78607
1993,Tennessee,49249,9.583,5139306,NCHS,5051188,-88118.0,,,,,,15.396,79125
1994,Tennessee,50525,9.654,5233322,NCHS,5139306,-94016.0,,,,,,15.195,79520
1995,Tennessee,51302,9.627,5328891,NCHS,5233322,-95569.0,,,,,,14.974,79795
1996,Tennessee,51419,9.487,5419660,NCHS,5328891,-90769.0,,,,,,14.755,79967
1997,Tennessee,52665,9.573,5501676,NCHS,5419660,-82016.0,,,,,,14.556,80082
1998,Tennessee,53415,9.583,5573935,NCHS,5501676,-72259.0,,,,,,14.391,80214
1999,Tennessee,53765,9.535,5638706,NCHS,5573935,-64771.0,,,,,,14.266,80442
2000,Tennessee,55246,9.711,5689283,NCHS,5638706,-50577.0,,,,,,14.185,80702
2001,Tennessee,55151,9.59,5750789,NCHS,5689283,-61506.0,,,,,,14.145,81345
2002,Tennessee,56606,9.767000000000001,5795918,NCHS,5750789,-45129.0,,,,,,14.13,81896
2003,Tennessee,57313,9.801,5847812,NCHS,5795918,-51894.0,,,,,,14.123,82589
2004,Tennessee,55829,9.445,5910809,NCHS,5847812,-62997.0,,,,,,14.11,83402
2005,Tennessee,57260,9.558,5991057,NCHS,5910809,-80248.0,,1097086.0,,1097086.0,140729.0,14.074,84318
2006,Tennessee,56838,9.335,6088766,NCHS,5991057,-97709.0,,1141788.0,,1141788.0,153154.0,13.993,85200
2007,Tennessee,57087,9.244,6175727,NCHS,6088766,-86961.0,,1148499.0,,1148499.0,162700.0,13.862,85608
2008,Tennessee,58820,9.415,6247411,NCHS,6175727,-71684.0,,1140168.0,,1140168.0,151848.0,13.684,85490
2009,Tennessee,58288,9.243,6306019,NCHS,6247411,-58608.0,,1109167.0,,1109167.0,159516.0,13.466,84917
2010,Tennessee,59578,9.388,6346105,NCHS,6306019,-40086.0,6100851.0,159778.0,22077.0,181855.0,143135.0,13.228,83946
2011,Tennessee,60541,9.455,6403353,NCHS,6346105,-57248.0,6137534.0,170969.0,24963.0,195932.0,154243.0,12.996,83218
2012,Tennessee,61956,9.596,6456243,NCHS,6403353,-52890.0,6179910.0,177098.0,21270.0,198368.0,163843.0,12.795,82608
2013,Tennessee,63406,9.761000000000001,6495978,NCHS,6456243,-39735.0,6208473.0,186525.0,24228.0,210753.0,159497.0,12.642,82122
2014,Tennessee,64661,9.873,6549352,NCHS,6495978,-53374.0,6261648.0,182130.0,27667.0,209797.0,160057.0,12.544,82155
2015,Tennessee,66570,10.086,6600299,NCHS,6549352,-50947.0,6302487.0,195923.0,23849.0,219772.0,176961.0,12.499,82497
2016,Tennessee,67857,10.202,6651194,NCHS,6600299,-50895.0,6386637.0,170867.0,23449.0,194316.0,182813.0,12.15,80812
2017,Tennessee,70096,10.437000000000001,6715984,NCHS,6651194,-64790.0,6424902.0,191909.0,25261.0,217170.0,155665.0,12.06,80995
2018,Tennessee,71078,10.499,6770010,NCHS,6715984,-54026.0,6455003.0,209377.0,28556.0,237933.0,173250.0,11.93,80766
2019,Tennessee,71935,10.533,6829174,NCHS,6770010,-59164.0,6537328.0,196765.0,20368.0,217133.0,156558.0,11.78,80448
2020,Tennessee,84205,12.227,6886834,NCHS,,,,,,,,11.43,78717
2021,Tennessee,82737,12.023400000000152,6881346,,,,,,,,,11.353999999999928,78130
2022,Tennessee,85532,12.438000000000102,6876739,,,,,,,,,11.18199999999996,76895
2023,Tennessee,88272,12.852600000000166,6868102,,,,,,,,,11.009999999999934,75617
2024,Tennessee,90952,13.267200000000116,6855447,,,,,,,,,10.837999999999965,74299
2025,Tennessee,93567,13.681800000000067,6838794,,,,,,,,,10.66599999999994,72942
1914,Texas,55903,13.3,4203216,calculated from mortality rate and population estimate,6886834,2683617.5999999996,,,,,,29.9,125676
1915,Texas,56494,13.2,4279885,calculated from mortality rate and population estimate,4203216,-76668.59999999963,,,,,,29.5,126257
1916,Texas,60120,13.8,4356554,calculated from mortality rate and population estimate,4279885,-76668.59999999963,,,,,,29.1,126776
1917,Texas,62065,14.0,4433222,calculated from mortality rate and population estimate,4356554,-76668.60000000056,,,,,,28.5,126347
1918,Texas,81629,18.1,4509891,calculated from mortality rate and population estimate,4433222,-76668.59999999963,,,,,,28.2,127179
1919,Texas,59167,12.9,4586559,calculated from mortality rate and population estimate,4509891,-76668.60000000056,,,,,,26.1,119709
1920,Texas,60622,13.0,4663228,calculated from mortality rate and population estimate,4586559,-76668.59999999963,,,,,,27.7,129171
1921,Texas,54963,11.5,4779377,calculated from mortality rate and population estimate,4663228,-116148.70000000019,,,,,,28.1,134300
1922,Texas,57278,11.7,4895525,calculated from mortality rate and population estimate,4779377,-116148.70000000019,,,,,,26.2,128263
1923,Texas,60641,12.1,5011674,calculated from mortality rate and population estimate,4895525,-116148.69999999925,,,,,,26.0,130304
1924,Texas,59483,11.6,5127823,calculated from mortality rate and population estimate,5011674,-116148.70000000019,,,,,,26.1,133836
1925,Texas,61354,11.7,5243972,calculated from mortality rate and population estimate,5127823,-116148.70000000019,,,,,,25.1,131624
1926,Texas,64857,12.1,5360120,calculated from mortality rate and population estimate,5243972,-116148.70000000019,,,,,,24.2,129715
1927,Texas,61882,11.3,5476269,calculated from mortality rate and population estimate,5360120,-116148.70000000019,,,,,,23.5,128692
1928,Texas,67109,12.0,5592418,calculated from mortality rate and population estimate,5476269,-116148.69999999925,,,,,,22.2,124152
1929,Texas,67932,11.9,5708566,calculated from mortality rate and population estimate,5592418,-116148.70000000019,,,,,,21.2,121022
1930,Texas,65819,11.3,5824715,calculated from mortality rate and population estimate,5708566,-116148.70000000019,,,,,,21.3,124066
1931,Texas,65309,11.1,5883726,calculated from mortality rate and population estimate,5824715,-59010.90000000037,,,,,,20.2,118851
1932,Texas,64776,10.9,5942737,calculated from mortality rate and population estimate,5883726,-59010.89999999944,,,,,,19.5,115883
1933,Texas,59417,9.9,6001748,calculated from mortality rate and population estimate,5942737,-59010.90000000037,,,,,,18.4,110432
1934,Texas,60002,9.9,6060759,calculated from mortality rate and population estimate,6001748,-59010.89999999944,,,,,,19.0,115154
1935,Texas,61810,10.1,6119770,calculated from mortality rate and population estimate,6060759,-59010.90000000037,,,,,,18.7,114440
1936,Texas,66113,10.7,6178780,calculated from mortality rate and population estimate,6119770,-59010.90000000037,,,,,,19.0,117397
1937,Texas,65497,10.5,6237791,calculated from mortality rate and population estimate,6178780,-59010.89999999944,,,,,,18.7,116647
1938,Texas,60449,9.6,6296802,calculated from mortality rate and population estimate,6237791,-59010.90000000037,,,,,,19.2,120899
1939,Texas,60380,9.5,6355813,calculated from mortality rate and population estimate,6296802,-59010.89999999944,,,,,,18.8,119489
1940,Texas,62224,9.7,6414824,calculated from mortality rate and population estimate,6355813,-59010.90000000037,,,,,,19.4,124448
1941,Texas,68717,10.5,6544461,calculated from mortality rate and population estimate,6414824,-129637.0,,,,,,20.3,132853
1942,Texas,68743,10.3,6674098,calculated from mortality rate and population estimate,6544461,-129637.0,,,,,,22.2,148165
1943,Texas,74161,10.9,6803735,calculated from mortality rate and population estimate,6674098,-129637.0,,,,,,22.7,154445
1944,Texas,73494,10.6,6933372,calculated from mortality rate and population estimate,6803735,-129637.0,,,,,,21.2,146987
1945,Texas,74868,10.6,7063009,calculated from mortality rate and population estimate,6933372,-129637.0,,,,,,20.4,144085
1946,Texas,71926,10.0,7192646,calculated from mortality rate and population estimate,7063009,-129637.0,,,,,,24.1,173343
1947,Texas,73955,10.1,7322283,calculated from mortality rate and population estimate,7192646,-129637.0,,,,,,26.6,194773
1948,Texas,73774,9.9,7451920,calculated from mortality rate and population estimate,7322283,-129637.0,,,,,,24.9,185553
1949,Texas,73541,9.7,7581557,calculated from mortality rate and population estimate,7451920,-129637.0,,,,,,24.5,185748
1950,Texas,74027,9.6,7711194,calculated from mortality rate and population estimate,7581557,-129637.0,,,,,,23.71,182832
1951,Texas,76611,9.7,7898042,calculated from mortality rate and population estimate,7711194,-186848.2999999998,,,,,,23.928,188984
1952,Texas,77615,9.6,8084891,calculated from mortality rate and population estimate,7898042,-186848.2999999998,,,,,,24.313,196568
1953,Texas,79409,9.6,8271739,calculated from mortality rate and population estimate,8084891,-186848.30000000075,,,,,,24.599,203477
1954,Texas,77819,9.2,8458587,calculated from mortality rate and population estimate,8271739,-186848.29999999888,,,,,,24.784,209638
1955,Texas,80403,9.3,8645436,calculated from mortality rate and population estimate,8458587,-186848.30000000075,,,,,,24.869,215003
1956,Texas,83023,9.4,8832284,calculated from mortality rate and population estimate,8645436,-186848.30000000075,,,,,,24.852,219500
1957,Texas,86584,9.6,9019132,calculated from mortality rate and population estimate,8832284,-186848.29999999888,,,,,,24.731,223052
1958,Texas,87457,9.5,9205980,calculated from mortality rate and population estimate,9019132,-186848.30000000075,,,,,,24.505,225593
1959,Texas,88293,9.4,9392829,calculated from mortality rate and population estimate,9205980,-186848.29999999888,,,,,,24.169,227015
1960,Texas,91007,9.5,9579677,calculated from mortality rate and population estimate,9392829,-186848.30000000075,,,,,,23.72,227230
1961,Texas,90595,9.3,9741382,calculated from mortality rate and population estimate,9579677,-161705.30000000075,,,,,,23.159,225601
1962,Texas,94079,9.5,9903088,calculated from mortality rate and population estimate,9741382,-161705.29999999888,,,,,,22.491,222730
1963,Texas,96622,9.6,10064793,calculated from mortality rate and population estimate,9903088,-161705.30000000075,,,,,,21.735,218758
1964,Texas,96129,9.4,10226498,calculated from mortality rate and population estimate,10064793,-161705.29999999888,,,,,,20.918,213918
1965,Texas,97649,9.4,10388204,calculated from mortality rate and population estimate,10226498,-161705.30000000075,,,,,,20.075,208543
1966,Texas,100224,9.5,10549909,calculated from mortality rate and population estimate,10388204,-161705.30000000075,,,,,,19.24,202980
1967,Texas,100689,9.4,10711614,calculated from mortality rate and population estimate,10549909,-161705.29999999888,,,,,,18.443,197554
1968,Texas,93163,8.591000000000001,10844761,NCHS,10711614,-133146.90000000037,,,,,,17.711,192072
1969,Texas,94043,8.508,11053941,NCHS,10844761,-209180.0,,,,,,17.066,188647
1970,Texas,94335,8.4,11230228,NCHS,11053941,-176287.0,,,,,,16.519,185512
1971,Texas,94902,8.228,11533927,NCHS,11230228,-303699.0,,,,,,16.071,185362
1972,Texas,99338,8.443,11766356,NCHS,11533927,-232429.0,,,,,,15.702,184755
1973,Texas,101647,8.456,12020386,NCHS,11766356,-254030.0,,,,,,15.398,185090
1974,Texas,99491,8.109,12269942,NCHS,12020386,-249556.0,,,,,,15.155,185951
1975,Texas,98471,7.832000000000001,12573557,NCHS,12269942,-303615.0,,,,,,14.976,188302
1976,Texas,100760,7.8020000000000005,12914151,NCHS,12573557,-340594.0,,,,,,14.867,191995
1977,Texas,100185,7.584,13210567,NCHS,12914151,-296416.0,,,,,,14.825,195847
1978,Texas,103845,7.682,13518570,NCHS,13210567,-308003.0,,,,,,14.845,200683
1979,Texas,104921,7.539,13916436,NCHS,13518570,-397866.0,,,,,,14.915,207564
1980,Texas,108180,7.581,14268965,NCHS,13916436,-352529.0,,,,,,15.021,214334
1981,Texas,110548,7.48,14779030,NCHS,14268965,-510065.0,,,,,,15.15,223902
